Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
238	AIU96021.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	320	296	224	72	62	10	7	3	0	21	7	2	0	8	8	15	0	1	78	75	53	22	22	0	2	0	0	6	2	0	0	4	3	5	0	0	36	24	19	5	3	2	0	1	0	2	1	0	0	0	0	1	0	0	51	51	37	14	11	3	0	1	0	2	2	1	0	1	2	5	0	0	30	24	16	8	6	2	0	1	0	6	1	0	0	0	0	0	0	0	117	114	93	21	18	3	4	0	0	5	1	1	0	3	2	4	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
239	AIU96020.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-48*02 F, or Homsap IGHV3-48*04 F	314 (320)	290 (296)	216 (218)	74 (78)	55 (57)	19 (21)	11 (13)	3 (4)	1	21	8	2	0	7	7 (8)	13	0	1	78	75	55	20	18	2	2	0	1	5	2	0	0	3	3	4	0	0	36	24	16	8	3	5	1	2	0	2	1	0	0	0	0	2	0	0	51	51	40	11	11	0	0	0	0	1	2	1	0	1	2	3	0	1	30	24	14	10	4	6	2	0	0	6	1	0	0	0	1	0	0	0	117	114	89	25	19	6	6	1	0	7	2	1	0	3	1	4	0	0	2 (8)	2 (8)	2 (4)	0 (4)	0 (2)	0 (2)	0 (2)	0 (1)	0	0	0	0	0	0	0 (1)	0	0	0	
240	AIU96019.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-72*01 F	320	302	220	82	58	24	15	0	3	15	10	2	0	7	8	17	0	5	78	75	52	23	21	2	2	0	0	5	3	0	0	4	3	6	0	0	36	24	20	4	2	2	0	0	1	1	1	0	0	0	0	1	0	0	51	51	40	11	10	1	0	0	0	1	1	2	0	0	3	2	0	2	30	30	20	10	5	5	3	0	0	3	1	0	0	0	0	3	0	0	117	114	83	31	19	12	9	0	1	5	4	0	0	3	2	5	0	2	8	8	5	3	1	2	1	0	1	0	0	0	0	0	0	0	0	1	
241	AIU96018.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-33*08 F	320	296	227	69	56	13	9	1	0	18	10	2	0	8	9	11	1	0	78	75	56	19	19	0	1	0	0	4	2	0	0	4	2	6	0	0	36	24	18	6	3	3	0	0	0	2	2	0	0	0	2	0	0	0	51	51	42	9	7	2	0	0	0	2	2	1	0	0	1	2	1	0	30	24	16	8	6	2	1	0	0	4	2	0	0	0	1	0	0	0	117	114	89	25	19	6	6	1	0	6	2	1	0	4	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
242	AIU96017.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	320	272	202	70	52	18	6	3	1	17	9	2	1	8	8	13	1	1	78	51	34	17	16	1	2	1	0	4	2	0	0	3	1	4	0	0	36	24	19	5	2	3	0	0	0	2	1	0	0	1	0	1	0	0	51	51	36	15	11	4	0	1	0	2	2	1	0	1	3	5	0	0	30	24	15	9	6	3	0	0	0	5	1	0	0	0	1	0	1	1	117	114	92	22	15	7	3	1	1	4	3	1	1	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
243	AIU96016.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-39*03 F	311	290	218	72	48	24	7	0	1	15	6	2	0	11	12	17	0	1	78	75	56	19	16	3	0	0	0	3	2	0	0	4	2	8	0	0	36	30	20	10	4	6	3	0	0	4	0	0	0	2	0	1	0	0	51	51	40	11	6	5	0	0	0	2	2	1	0	0	5	1	0	0	30	21	15	6	2	4	0	0	0	3	0	0	0	0	2	0	0	1	116	113	87	26	20	6	4	0	1	3	2	1	0	5	3	7	0	0																			
244	AIU96015.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV1-18*04 F	320	296	232	64	49	15	8	3	2	16	9	1	0	6	8	9	0	2	78	75	54	21	17	4	1	1	0	5	2	0	0	4	2	5	0	1	36	24	20	4	3	1	0	1	0	3	0	0	0	0	0	0	0	0	51	51	41	10	8	2	3	0	0	1	2	1	0	0	2	0	0	1	30	24	19	5	3	2	0	1	0	3	1	0	0	0	0	0	0	0	117	114	92	22	16	6	3	0	2	4	4	0	0	2	3	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
245	AIU96014.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-9*01 F	320 (322)	296 (298)	213 (214)	83 (84)	56 (57)	27	12	6	1	22 (23)	9	2	2	8	8	12	0	1	78	75	53	22	18	4	3	1	0	5	3	0	0	4	1	5	0	0	36	24	17	7	4	3	0	1	0	4	2	0	0	0	0	0	0	0	51	51	40	11	11	0	1	0	0	2	2	1	0	1	1	3	0	0	30	24	14	10	3	7	1	3	0	4	1	0	0	0	0	0	0	1	117	114	83	31	18	13	6	1	1	7	0	1	2	3	6	4	0	0	8 (10)	8 (10)	6 (7)	2 (3)	2 (3)	0	1	0	0	0 (1)	1	0	0	0	0	0	0	0	
246	AIU96013.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*03 F	317	293	221	72	53	19	9	2	2	16	8	3	1	8	8	12	1	2	78	75	52	23	19	4	3	0	1	4	1	1	0	4	3	6	0	0	36	24	17	7	2	5	1	1	0	1	1	0	0	0	0	1	1	1	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	13	11	5	6	0	0	0	5	3	0	1	1	1	0	0	0	117	114	92	22	18	4	5	1	1	5	1	1	0	3	2	3	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
247	AIU96012.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-53*02 F, or Homsap IGHV3-66*01 F	320	293	218	75	53	22	10	3	1	15	7	3	0	7	11	15	0	3	78	75	54	21	17	4	2	0	0	5	3	0	0	3	2	6	0	0	36	24	18	6	3	3	1	1	0	1	0	1	0	0	1	1	0	0	51	51	38	13	12	1	0	0	0	1	2	1	0	1	3	4	0	1	30	21	13	8	4	4	0	2	0	4	1	0	0	0	0	1	0	0	117	114	89	25	15	10	6	0	1	4	1	1	0	3	4	3	0	2	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
248	AIU96011.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-21*04 F	320	152	116	36	30	6	5	0	1	9	5	1	0	5	3	6	0	1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	6	1	5	5	0	0	0	0	0	1	0	0	2	0	2	0	0	30	24	16	8	5	3	0	0	0	5	1	0	0	0	1	0	0	1	117	114	93	21	18	3	4	0	1	4	3	1	0	3	1	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
249	AIU96010.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-15*09 F	317 (320)	299 (302)	166 (167)	133 (135)	34 (36)	99	16 (17)	7	2	14	13 (14)	6	5	9	24	12	9	16	78	75	19	56	2	54	3	4	1	2	4	5	2	4	13	4	5	9	36	24	6	18	0	18	1	0	0	1	1	0	3	2	3	2	2	3	51	51	32	19	6	13	0	2	0	1	2	1	0	1	4	3	2	3	30	30	16	14	6	8	5	0	1	3	2	0	0	0	2	0	0	1	117	114	88	26	20	6	7	1	0	7	4	0	0	2	2	3	0	0	5 (8)	5 (8)	5 (6)	0 (2)	0 (2)	0	0 (1)	0	0	0	0 (1)	0	0	0	0	0	0	0	
250	AIU96009.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-39*03 F	311	290	224	66	55	11	4	3	0	16	5	2	0	10	10	14	1	1	78	75	58	17	16	1	0	0	0	3	2	0	0	4	2	5	0	1	36	30	22	8	6	2	0	1	0	4	0	0	0	1	1	1	0	0	51	51	41	10	7	3	1	1	0	2	1	1	0	0	3	1	0	0	30	21	16	5	4	1	0	0	0	3	0	0	0	0	1	0	1	0	116	113	87	26	22	4	3	1	0	4	2	1	0	5	3	7	0	0																			
251	AIU96008.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-21*04 F	320	182	138	44	33	11	7	0	0	10	5	4	0	5	4	7	1	1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	36	20	16	7	9	2	0	0	0	1	3	0	2	2	4	1	1	30	24	17	7	7	0	0	0	0	6	1	0	0	0	0	0	0	0	117	114	95	19	17	2	4	0	0	4	3	1	0	3	1	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
252	AIU96007.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-9*01 F	320 (322)	296 (298)	215 (216)	81 (82)	57 (58)	24	14	5	1	23 (24)	8	2	0	9	7	12	0	0	78	75	53	22	18	4	3	1	0	5	3	0	0	4	1	5	0	0	36	24	17	7	4	3	1	1	0	4	1	0	0	0	0	0	0	0	51	51	40	11	11	0	1	0	0	2	2	1	0	1	1	3	0	0	30	24	14	10	3	7	2	2	0	5	1	0	0	0	0	0	0	0	117	114	85	29	19	10	6	1	1	7	0	1	0	4	5	4	0	0	8 (10)	8 (10)	6 (7)	2 (3)	2 (3)	0	1	0	0	0 (1)	1	0	0	0	0	0	0	0	
253	AIU96006.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV4-39*03 F	311	290	209	81	51	30	5	4	0	14	7	2	2	12	14	20	0	1	78	75	56	19	16	3	0	0	0	3	2	0	0	4	3	7	0	0	36	30	17	13	4	9	2	2	0	3	1	0	0	2	0	2	0	1	51	51	40	11	7	4	0	0	0	2	1	1	0	0	6	1	0	0	30	21	13	8	3	5	0	1	0	3	0	0	1	0	1	2	0	0	116	113	83	30	21	9	3	1	0	3	3	1	1	6	4	8	0	0																			
254	AIU96005.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*08 F	320	296	225	71	55	16	7	3	0	17	8	2	2	9	9	13	0	1	78	75	56	19	19	0	1	0	0	4	2	0	0	4	2	6	0	0	36	24	18	6	1	5	1	2	0	2	0	0	1	0	0	0	0	0	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	14	10	6	4	1	0	0	4	2	0	1	1	1	0	0	0	117	114	88	26	19	7	3	1	0	6	2	1	0	4	4	5	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
255	AIU96004.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV1-8*02 F	317 (320)	293 (296)	234 (235)	59 (61)	44 (46)	15	7 (8)	0	0	15	11	1	1	6	9	8	0 (1)	1	78	75	57	18	17	1	0	0	0	5	2	0	0	4	2	5	0	0	36	24	18	6	0	6	0	0	0	2	1	0	1	0	2	0	0	0	51	51	41	10	7	3	2	0	0	1	4	1	0	0	1	0	0	1	30	24	18	6	4	2	2	0	0	3	1	0	0	0	0	0	0	0	117	114	96	18	15	3	3	0	0	4	3	0	0	2	3	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1	0	0 (1)	0	
256	AIU96003.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-39*03 F	311	290	214	76	52	24	3	4	0	15	7	3	0	10	13	18	2	1	78	75	56	19	16	3	0	0	0	3	2	0	0	4	3	6	1	0	36	30	20	10	5	5	0	2	0	5	0	0	0	1	0	1	1	0	51	51	39	12	7	5	1	1	0	1	1	2	0	0	3	2	0	1	30	21	15	6	3	3	0	0	0	3	0	0	0	0	3	0	0	0	116	113	84	29	21	8	2	1	0	3	4	1	0	5	4	9	0	0																			
257	AIU96002.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-7*03 F	320	296	229	67	54	13	7	0	0	18	9	3	0	7	12	11	0	0	78	75	52	23	18	5	0	0	0	6	3	1	0	3	5	5	0	0	36	24	18	6	3	3	0	0	0	3	1	0	0	1	0	1	0	0	51	51	44	7	7	0	0	0	0	1	1	1	0	0	2	2	0	0	30	24	17	7	6	1	2	0	0	2	3	0	0	0	0	0	0	0	117	114	92	22	18	4	4	0	0	6	1	1	0	3	4	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
258	AIU96001.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-30-5*03 F, or Homsap IGHV3-33*08 F	317 (320)	293 (296)	227 (228)	66 (68)	53 (55)	13	7 (8)	2	1	17	8	3	1 (2)	7	6	12	0	2	78	75	56	19	19	0	1	0	0	4	2	0	0	4	2	6	0	0	36	24	21	3	3	0	0	0	0	2	1	0	0	0	0	0	0	0	51	51	41	10	7	3	0	1	0	2	2	1	0	1	1	2	0	0	30	24	16	8	6	2	2	0	0	3	2	0	0	0	0	0	0	1	117	114	89	25	17	8	4	1	1	6	1	2	1	2	2	4	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0 (1)	0	1	0	0	0	
259	AIU96000.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*08 F	320	296	224	72	55	17	8	4	0	17	7	3	1	9	9	13	0	1	78	75	55	20	19	1	1	0	0	4	2	0	0	4	3	6	0	0	36	24	19	5	2	3	1	2	0	2	0	0	0	0	0	0	0	0	51	51	40	11	7	4	0	1	0	1	2	1	0	0	2	3	0	1	30	24	13	11	5	6	1	1	0	4	2	0	1	1	1	0	0	0	117	114	91	23	20	3	4	0	0	6	1	2	0	4	2	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
260	AIU95999.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-9*01 F	320 (322)	296 (298)	214 (215)	82 (83)	56 (57)	26	14	5	1	22 (23)	8	2	0	9	8	12	0	1	78	75	53	22	18	4	3	1	0	5	3	0	0	4	1	5	0	0	36	24	17	7	4	3	1	1	0	4	1	0	0	0	0	0	0	0	51	51	40	11	11	0	1	0	0	2	2	1	0	1	1	3	0	0	30	24	13	11	2	9	2	2	0	4	1	0	0	0	1	0	0	1	117	114	85	29	19	10	6	1	1	7	0	1	0	4	5	4	0	0	8 (10)	8 (10)	6 (7)	2 (3)	2 (3)	0	1	0	0	0 (1)	1	0	0	0	0	0	0	0	
261	AIU95998.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-33*08 F	320	296	224	72	55	17	7	4	0	17	8	2	2	9	9	13	0	1	78	75	56	19	19	0	1	0	0	4	2	0	0	4	2	6	0	0	36	24	18	6	1	5	1	2	0	2	0	0	1	0	0	0	0	0	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	14	10	6	4	1	0	0	4	2	0	1	1	1	0	0	0	117	114	87	27	19	8	3	2	0	6	2	1	0	4	4	5	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
262	AIU95997.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-33*09 F	318 (319)	294 (295)	225	69 (70)	55 (56)	14	7 (8)	2	1	18	9	2	1	7	9	12	0	1	78	75	56	19	19	0	1	0	0	4	2	0	0	4	2	6	0	0	36	24	17	7	3	4	0	2	0	3	1	0	1	0	0	0	0	0	51	51	42	9	8	1	0	0	0	1	2	1	0	0	2	2	0	1	30	24	14	10	4	6	2	0	1	4	3	0	0	0	0	0	0	0	117	114	91	23	20	3	4	0	0	6	1	1	0	3	4	4	0	0	6 (7)	6 (7)	5	1 (2)	1 (2)	0	0 (1)	0	0	0	0	0	0	0	1	0	0	0	
263	AIU95996.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-39*03 F	311	290	213	77	51	26	3	4	0	15	7	3	0	10	13	19	2	1	78	75	55	20	15	5	0	0	0	3	2	0	0	4	3	7	1	0	36	30	20	10	5	5	0	2	0	5	0	0	0	1	0	1	1	0	51	51	39	12	7	5	1	1	0	1	1	2	0	0	3	2	0	1	30	21	15	6	3	3	0	0	0	3	0	0	0	0	3	0	0	0	116	113	84	29	21	8	2	1	0	3	4	1	0	5	4	9	0	0																			
264	AIU95995.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-7*03 F	320	296	232	64	58	6	8	0	0	17	8	2	0	7	10	12	0	0	78	75	52	23	21	2	1	0	0	6	2	0	0	4	4	6	0	0	36	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	51	51	44	7	7	0	0	0	0	1	1	1	0	0	2	2	0	0	30	24	16	8	6	2	2	0	0	2	3	0	0	0	1	0	0	0	117	114	94	20	18	2	4	0	0	5	1	1	0	3	2	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
265	AIU95994.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-39*03 F	311	290	217	73	52	21	6	1	0	14	5	2	1	12	15	15	0	2	78	75	57	18	14	4	0	0	0	3	2	0	0	4	3	6	0	0	36	30	20	10	4	6	2	1	0	3	0	0	0	2	0	1	0	1	51	51	39	12	7	5	0	0	0	2	1	1	0	0	6	1	0	1	30	21	17	4	4	0	0	0	0	3	0	0	0	0	1	0	0	0	116	113	84	29	23	6	4	0	0	3	2	1	1	6	5	7	0	0																			
266	AIU95993.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*08 F	320	272	191	81	46	35	13	4	1	19	9	3	2	9	6	15	0	0	78	51	35	16	15	1	1	1	0	3	2	0	0	3	1	5	0	0	36	24	17	7	2	5	1	1	0	3	0	0	1	0	0	1	0	0	51	51	42	9	7	2	0	0	0	3	2	1	0	0	1	2	0	0	30	24	11	13	3	10	4	0	0	3	3	1	0	2	0	0	0	0	117	114	80	34	17	17	6	2	1	7	2	1	1	4	3	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
267	AIU95992.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-39*03 F	311	290	215	75	54	21	2	3	0	15	7	4	0	10	13	17	3	1	78	75	57	18	17	1	0	0	0	3	2	1	0	4	2	6	0	0	36	30	21	9	5	4	0	1	0	5	0	0	0	1	0	1	1	0	51	51	40	11	8	3	0	0	0	2	1	2	0	0	4	2	0	0	30	21	14	7	3	4	1	0	0	2	0	0	0	0	1	0	2	1	116	113	83	30	21	9	1	2	0	3	4	1	0	5	6	8	0	0																			
268	AIU95991.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV1-18*04 F	317 (320)	293 (296)	222	71 (74)	47 (50)	24	8 (9)	6	1	17	9 (10)	1	1	6	8 (9)	11	0	3	78	75	51	24	16	8	3	2	0	6	2	0	0	4	2	5	0	0	36	24	19	5	3	2	0	0	0	3	0	0	0	0	0	1	0	1	51	51	43	8	8	0	2	0	0	1	2	1	0	0	1	0	0	1	30	24	11	13	2	11	1	3	0	3	1	0	1	0	1	2	0	1	117	114	94	20	17	3	2	1	1	4	4	0	0	2	3	3	0	0	5 (8)	5 (8)	4	1 (4)	1 (4)	0	0 (1)	0	0	0	0 (1)	0	0	0	1 (2)	0	0	0	
269	AIU95990.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV1-18*04 F	317 (320)	293 (296)	230	63 (66)	50 (53)	13	7 (9)	0 (1)	2	16	10	1	2	7	6	10	0	2	78	75	56	19	18	1	1	0	0	5	2	0	0	4	1	5	0	1	36	24	18	6	3	3	1	0	0	3	0	0	0	1	1	0	0	0	51	51	43	8	8	0	2	0	0	1	2	1	0	0	1	0	0	1	30	24	19	5	4	1	1	0	0	3	1	0	0	0	0	0	0	0	117	114	90	24	17	7	2	0	1	4	5	0	2	2	3	5	0	0	5 (8)	5 (8)	4	1 (4)	0 (3)	1	0 (2)	0 (1)	1	0	0	0	0	0	0	0	0	0	
270	AIU95989.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*09 F	319	295	213	82	45	37	11	3	2	17	12	5	2	10	4	14	0	2	78	75	53	22	19	3	2	0	0	4	2	1	0	5	2	6	0	0	36	24	12	12	1	11	1	2	1	3	1	1	1	1	0	1	0	0	51	51	41	10	8	2	1	0	0	1	2	2	0	0	1	2	0	1	30	24	13	11	3	8	0	0	0	3	6	0	1	1	0	0	0	0	117	114	89	25	14	11	6	1	0	6	1	1	0	3	1	5	0	1	7	7	5	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	
271	AIU95988.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV4-39*03 F	311	269	193	76	49	27	6	3	0	14	6	2	2	11	12	19	0	1	78	54	39	15	13	2	0	0	0	3	2	0	0	3	1	6	0	0	36	30	17	13	4	9	2	2	0	3	1	0	0	2	0	2	0	1	51	51	40	11	7	4	0	0	0	2	1	1	0	0	6	1	0	0	30	21	13	8	3	5	0	1	0	3	0	0	1	0	1	2	0	0	116	113	84	29	22	7	4	0	0	3	2	1	1	6	4	8	0	0																			
272	AIU95987.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV1-2*02 F, or Homsap IGHV1-2*06 F or Homsap IGHV1-3*04 (F)	317	293	217	76	37	39	9	5	1	16	8	2	0	7	12	14	0	2	78	75	56	19	16	3	1	0	0	5	1	0	0	4	3	5	0	0	36	24	17	7	1	6	1	1	0	1	1	0	0	1	0	2	0	0	51	51	40	11	7	4	2	1	0	1	2	1	0	1	2	0	0	1	30	24	14	10	2	8	1	1	0	3	2	1	0	0	1	1	0	0	117	114	86	28	10	18	4	2	1	6	2	0	0	1	5	6	0	1	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
273	AIU95986.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-7*03 F	320	248	185	63	41	22	11	3	1	16	7	2	1	7	5	10	0	0	78	27	15	12	10	2	0	0	0	2	2	0	0	3	1	4	0	0	36	24	18	6	3	3	0	1	0	4	1	0	0	0	0	0	0	0	51	51	43	8	6	2	1	1	0	1	1	1	0	0	1	2	0	0	30	24	12	12	2	10	4	1	0	3	2	0	1	0	1	0	0	0	117	114	91	23	18	5	5	0	1	6	1	1	0	4	1	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
274	AIU95985.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*08 F	320	296	214	82	51	31	13	4	0	19	9	3	3	10	7	14	0	0	78	75	54	21	19	2	1	1	0	4	2	0	1	4	2	6	0	0	36	24	18	6	2	4	1	1	0	3	0	0	1	0	0	0	0	0	51	51	42	9	7	2	0	0	0	3	2	1	0	0	1	2	0	0	30	24	11	13	3	10	4	0	0	3	3	1	0	2	0	0	0	0	117	114	83	31	18	13	6	2	0	6	2	1	1	4	3	6	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
