Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
252	5UGYJ_Chain_J,_CH65_heavy_chain	productive	Homsap IGHV1-2*04 F	317 (320)	293 (296)	235 (236)	58 (60)	43 (45)	15	4 (6)	4	0	16	8	2	0	5	8	9	0	2	78	75	57	18	17	1	0	0	0	5	1	0	0	4	2	6	0	0	36	24	20	4	1	3	0	1	0	2	1	0	0	0	0	0	0	0	51	51	41	10	8	2	2	0	0	1	2	2	0	0	2	0	0	1	30	24	18	6	4	2	0	1	0	3	2	0	0	0	0	0	0	0	117	114	95	19	12	7	2	2	0	5	2	0	0	1	3	3	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
253	5UGYI_Chain_I,_CH65_heavy_chain	productive	Homsap IGHV1-2*04 F	317 (320)	293 (296)	235 (236)	58 (60)	43 (45)	15	4 (6)	4	0	16	8	2	0	5	8	9	0	2	78	75	57	18	17	1	0	0	0	5	1	0	0	4	2	6	0	0	36	24	20	4	1	3	0	1	0	2	1	0	0	0	0	0	0	0	51	51	41	10	8	2	2	0	0	1	2	2	0	0	2	0	0	1	30	24	18	6	4	2	0	1	0	3	2	0	0	0	0	0	0	0	117	114	95	19	12	7	2	2	0	5	2	0	0	1	3	3	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
254	5UGYH_Chain_H,_CH65_heavy_chain	productive	Homsap IGHV1-2*04 F	317 (320)	293 (296)	235 (236)	58 (60)	43 (45)	15	4 (6)	4	0	16	8	2	0	5	8	9	0	2	78	75	57	18	17	1	0	0	0	5	1	0	0	4	2	6	0	0	36	24	20	4	1	3	0	1	0	2	1	0	0	0	0	0	0	0	51	51	41	10	8	2	2	0	0	1	2	2	0	0	2	0	0	1	30	24	18	6	4	2	0	1	0	3	2	0	0	0	0	0	0	0	117	114	95	19	12	7	2	2	0	5	2	0	0	1	3	3	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
255	5K9OL_Chain_L,_31.b.09_Light_Fv	productive	Homsap IGKV2-30*01 F, or Homsap IGKV2D-30*01 F	332 (335)	299 (302)	220	79 (82)	67 (70)	12	8	0	1 (2)	22 (23)	10	2 (3)	0	8	8	14	1	5	78	78	55	23	21	2	0	0	0	5	2	0	0	5	1	8	0	2	36	33	25	8	5	3	3	0	0	2	1	0	0	0	0	1	1	0	51	51	37	14	14	0	2	0	0	6	2	1	0	1	0	2	0	0	30	9	5	4	1	3	0	0	1	1	0	0	0	0	1	0	0	1	117	108	81	27	23	4	2	0	0	7	4	1	0	2	6	3	0	2	20 (23)	20 (23)	17	3 (6)	3 (6)	0	1	0	0 (1)	1 (2)	1	0 (1)	0	0	0	0	0	0	
256	5K9OH_Chain_H,_31.b.09_Heavy_Fv	productive	Homsap IGHV1-18*04 F	320	296	240	56	52	4	5	0	0	16	9	1	1	6	5	11	0	2	78	75	57	18	18	0	0	0	0	5	2	0	0	4	1	5	0	1	36	24	19	5	3	2	0	0	0	3	0	0	0	0	0	2	0	0	51	51	43	8	8	0	2	0	0	1	2	1	0	0	1	0	0	1	30	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	117	114	95	19	17	2	2	0	0	4	4	0	1	2	2	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
257	5K9OB_Chain_B,_31.b.09_Light_Fv	productive	Homsap IGKV2-30*01 F, or Homsap IGKV2D-30*01 F	332 (335)	299 (302)	220	79 (82)	67 (70)	12	8	0	1 (2)	22 (23)	10	2 (3)	0	8	8	14	1	5	78	78	55	23	21	2	0	0	0	5	2	0	0	5	1	8	0	2	36	33	25	8	5	3	3	0	0	2	1	0	0	0	0	1	1	0	51	51	37	14	14	0	2	0	0	6	2	1	0	1	0	2	0	0	30	9	5	4	1	3	0	0	1	1	0	0	0	0	1	0	0	1	117	108	81	27	23	4	2	0	0	7	4	1	0	2	6	3	0	2	20 (23)	20 (23)	17	3 (6)	3 (6)	0	1	0	0 (1)	1 (2)	1	0 (1)	0	0	0	0	0	0	
258	5K9OA_Chain_A,_31.b.09_Heavy_Fv	productive	Homsap IGHV1-18*04 F	320	296	240	56	52	4	5	0	0	16	9	1	1	6	5	11	0	2	78	75	57	18	18	0	0	0	0	5	2	0	0	4	1	5	0	1	36	24	19	5	3	2	0	0	0	3	0	0	0	0	0	2	0	0	51	51	43	8	8	0	2	0	0	1	2	1	0	0	1	0	0	1	30	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	117	114	95	19	17	2	2	0	0	4	4	0	1	2	2	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
259	5K9KL_Chain_L,_56.a.09_Light_chain	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	216 (217)	66 (73)	57 (62)	9 (11)	10	1	1 (2)	25	6 (7)	0 (2)	0	6 (7)	5	11 (12)	0	1 (2)	78	78	55	23	23	0	3	0	0	7	2	0	0	4	2	5	0	0	36	21	17	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	85	23	19	4	3	0	1	10	3	0	0	1	2	3	0	0	15 (23)	15 (23)	11 (12)	4 (11)	1 (6)	3 (5)	1	1	0 (1)	2	0 (1)	0 (2)	0	0 (1)	0	0 (1)	0	0 (1)	
260	5K9KH_Chain_H,_56.a.09_Heavy_chain	productive	Homsap IGHV6-1*01 F, or Homsap IGHV6-1*02 F or Homsap IGHV6-1*03 P	317 (320)	302 (305)	227 (228)	75 (77)	65 (67)	10	5 (7)	0	1	17	14	2	0	12	5	17	0	2	78	75	55	20	18	2	1	0	1	2	4	0	0	4	1	7	0	0	36	30	20	10	7	3	0	0	0	4	0	0	0	1	2	2	0	1	51	51	42	9	9	0	1	0	0	0	2	0	0	2	1	2	0	1	30	27	21	6	4	2	0	0	0	2	2	0	0	1	0	1	0	0	117	114	85	29	26	3	3	0	0	9	5	2	0	4	1	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	1	0	0	0	0	0	0	0	
261	5K9KB_Chain_B,_56.a.09_Light_chain	productive	Homsap IGKV3-20*01 F	327 (335)	282 (290)	216 (217)	66 (73)	57 (62)	9 (11)	10	1	1 (2)	25	6 (7)	0 (2)	0	6 (7)	5	11 (12)	0	1 (2)	78	78	55	23	23	0	3	0	0	7	2	0	0	4	2	5	0	0	36	21	17	4	2	2	1	0	0	1	0	0	0	0	1	0	0	1	51	51	43	8	8	0	2	0	0	4	0	0	0	0	0	2	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	85	23	19	4	3	0	1	10	3	0	0	1	2	3	0	0	15 (23)	15 (23)	11 (12)	4 (11)	1 (6)	3 (5)	1	1	0 (1)	2	0 (1)	0 (2)	0	0 (1)	0	0 (1)	0	0 (1)	
262	5K9KA_Chain_A,_56.a.09_Heavy_chain	productive	Homsap IGHV6-1*01 F, or Homsap IGHV6-1*02 F or Homsap IGHV6-1*03 P	317 (320)	302 (305)	227 (228)	75 (77)	65 (67)	10	5 (7)	0	1	17	14	2	0	12	5	17	0	2	78	75	55	20	18	2	1	0	1	2	4	0	0	4	1	7	0	0	36	30	20	10	7	3	0	0	0	4	0	0	0	1	2	2	0	1	51	51	42	9	9	0	1	0	0	0	2	0	0	2	1	2	0	1	30	27	21	6	4	2	0	0	0	2	2	0	0	1	0	1	0	0	117	114	85	29	26	3	3	0	0	9	5	2	0	4	1	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	1	0	0	0	0	0	0	0	
263	5GJTH_Chain_H,_heavy_chain_of_human_neutralizing	productive	Homsap IGHV4-4*07 F, or Homsap IGHV4-4*12 F	320	293	229	64	56	8	4	0	0	13	5	3	1	10	11	15	1	1	78	75	57	18	16	2	0	0	0	3	2	0	0	4	2	7	0	0	36	24	18	6	5	1	0	0	0	3	0	0	0	1	1	1	0	0	51	51	43	8	7	1	0	0	0	1	1	2	0	0	2	0	1	1	30	21	16	5	3	2	0	0	0	2	1	0	1	0	1	0	0	0	117	114	89	25	23	2	3	0	0	4	1	1	0	5	4	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
264	5GJTL_Chain_L,_light_chain_of_human_neutralizing	productive	Homsap IGKV1-5*01 F, or Homsap IGKV1-5*05 F	329 (335)	281 (287)	212 (213)	69 (74)	61 (64)	8 (10)	7	1	1 (2)	28 (31)	8	1	0	6	3	12 (13)	0	2	78	78	58	20	18	2	2	0	0	6	2	1	0	3	0	5	0	1	36	18	15	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	42	9	9	0	2	0	0	4	1	0	0	0	1	1	0	0	30	9	5	4	2	2	0	1	0	0	0	0	0	1	0	1	0	1	117	108	79	29	25	4	2	0	1	12	5	0	0	2	2	5	0	0	17 (23)	17 (23)	13 (14)	4 (9)	4 (7)	0 (2)	1	0	0 (1)	3 (6)	0	0	0	0	0	0 (1)	0	0	
265	5GJSH_Chain_H,_heavy_chain_of_human_neutralizing	productive	Homsap IGHV4-4*07 F, or Homsap IGHV4-4*12 F	320	293	229	64	56	8	4	0	0	13	5	3	1	10	11	15	1	1	78	75	57	18	16	2	0	0	0	3	2	0	0	4	2	7	0	0	36	24	18	6	5	1	0	0	0	3	0	0	0	1	1	1	0	0	51	51	43	8	7	1	0	0	0	1	1	2	0	0	2	0	1	1	30	21	16	5	3	2	0	0	0	2	1	0	1	0	1	0	0	0	117	114	89	25	23	2	3	0	0	4	1	1	0	5	4	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
266	5GJSL_Chain_L,_light_chain_of_human_neutralizing	productive	Homsap IGKV1-5*01 F, or Homsap IGKV1-5*05 F	329 (335)	281 (287)	212 (213)	69 (74)	61 (64)	8 (10)	7	1	1 (2)	28 (31)	8	1	0	6	3	12 (13)	0	2	78	78	58	20	18	2	2	0	0	6	2	1	0	3	0	5	0	1	36	18	15	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	51	51	42	9	9	0	2	0	0	4	1	0	0	0	1	1	0	0	30	9	5	4	2	2	0	1	0	0	0	0	0	1	0	1	0	1	117	108	79	29	25	4	2	0	1	12	5	0	0	2	2	5	0	0	17 (23)	17 (23)	13 (14)	4 (9)	4 (7)	0 (2)	1	0	0 (1)	3 (6)	0	0	0	0	0	0 (1)	0	0	
267	5KANL_Chain_L,_16.g.07_Light_chain	No rearrangement found	Homsap IGKV1-5*01 F	318	270	196	74	49	25	11	1	3	24	9	1	0	4	4	13	0	4	78	78	56	22	12	10	2	0	3	5	2	1	0	1	0	5	0	3	36	18	12	6	2	4	1	1	0	3	0	0	0	0	0	1	0	0	51	51	41	10	8	2	3	0	0	4	1	0	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	24	7	4	0	0	11	5	0	0	2	3	5	0	1	6	6	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
268	5KANK_Chain_K,_16.g.07_Light_chain	No rearrangement found	Homsap IGKV1-5*01 F	318	270	196	74	49	25	11	1	3	24	9	1	0	4	4	13	0	4	78	78	56	22	12	10	2	0	3	5	2	1	0	1	0	5	0	3	36	18	12	6	2	4	1	1	0	3	0	0	0	0	0	1	0	0	51	51	41	10	8	2	3	0	0	4	1	0	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	24	7	4	0	0	11	5	0	0	2	3	5	0	1	6	6	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
269	5KANJ_Chain_J,_16.g.07_Heavy_chain	productive	Homsap IGHV1-18*04 F	317 (320)	293 (296)	218 (219)	75 (77)	44 (46)	31	9 (10)	4 (5)	2	17	10	3	1	6	9	12	0	2	78	75	50	25	15	10	1	3	0	6	1	1	0	4	3	5	0	1	36	24	19	5	3	2	0	0	0	3	0	0	1	0	0	1	0	0	51	51	42	9	8	1	2	0	0	1	2	1	0	0	1	1	0	1	30	24	17	7	2	5	1	0	0	3	2	0	0	0	0	1	0	0	117	114	86	28	16	12	5	1	1	4	5	1	0	2	5	4	0	0	5 (8)	5 (8)	4 (5)	1 (3)	0 (2)	1	0 (1)	0 (1)	1	0	0	0	0	0	0	0	0	0	
270	5KANI_Chain_I,_16.g.07_Light_chain	No rearrangement found	Homsap IGKV1-5*01 F	318	270	196	74	49	25	11	1	3	24	9	1	0	4	4	13	0	4	78	78	56	22	12	10	2	0	3	5	2	1	0	1	0	5	0	3	36	18	12	6	2	4	1	1	0	3	0	0	0	0	0	1	0	0	51	51	41	10	8	2	3	0	0	4	1	0	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	24	7	4	0	0	11	5	0	0	2	3	5	0	1	6	6	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
271	5KANH_Chain_H,_16.g.07_Heavy_chain	productive	Homsap IGHV1-18*04 F	317 (320)	293 (296)	218 (219)	75 (77)	44 (46)	31	9 (10)	4 (5)	2	17	10	3	1	6	9	12	0	2	78	75	50	25	15	10	1	3	0	6	1	1	0	4	3	5	0	1	36	24	19	5	3	2	0	0	0	3	0	0	1	0	0	1	0	0	51	51	42	9	8	1	2	0	0	1	2	1	0	0	1	1	0	1	30	24	17	7	2	5	1	0	0	3	2	0	0	0	0	1	0	0	117	114	86	28	16	12	5	1	1	4	5	1	0	2	5	4	0	0	5 (8)	5 (8)	4 (5)	1 (3)	0 (2)	1	0 (1)	0 (1)	1	0	0	0	0	0	0	0	0	0	
272	5KANG_Chain_G,_16.g.07_Heavy_chain	productive	Homsap IGHV1-18*04 F	317 (320)	293 (296)	218 (219)	75 (77)	44 (46)	31	9 (10)	4 (5)	2	17	10	3	1	6	9	12	0	2	78	75	50	25	15	10	1	3	0	6	1	1	0	4	3	5	0	1	36	24	19	5	3	2	0	0	0	3	0	0	1	0	0	1	0	0	51	51	42	9	8	1	2	0	0	1	2	1	0	0	1	1	0	1	30	24	17	7	2	5	1	0	0	3	2	0	0	0	0	1	0	0	117	114	86	28	16	12	5	1	1	4	5	1	0	2	5	4	0	0	5 (8)	5 (8)	4 (5)	1 (3)	0 (2)	1	0 (1)	0 (1)	1	0	0	0	0	0	0	0	0	0	
273	5K9QY_Chain_Y,_16.a.26_Light_chain	productive	Homsap IGKV1-5*01 F	323 (335)	275 (287)	195 (198)	80 (89)	51 (53)	29 (36)	10	4 (5)	1	25 (29)	8	2 (3)	0 (1)	7	4	13	2	4 (6)	78	78	56	22	18	4	2	0	1	6	2	1	0	3	0	6	0	1	36	18	10	8	2	6	1	1	0	3	0	0	0	0	1	1	1	0	51	51	39	12	8	4	3	1	0	4	1	1	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	0	0	0	1	0	1	1	0	117	108	78	30	20	10	2	2	0	10	5	0	0	2	2	4	0	3	11 (23)	11 (23)	7 (10)	4 (13)	1 (3)	3 (10)	2	0 (1)	0	1 (5)	0	0 (1)	0 (1)	1	0	0	0	0 (2)	
274	5K9QX_Chain_X,_16.a.26_Heavy_chain	productive	Homsap IGHV1-18*04 F	320	296	234	62	49	13	6	0	1	16	11	1	0	7	6	12	0	2	78	75	56	19	17	2	0	0	0	5	2	0	0	4	2	5	0	1	36	24	18	6	3	3	0	0	0	3	0	0	0	0	0	3	0	0	51	51	42	9	8	1	2	0	0	1	3	1	0	0	1	0	0	1	30	24	18	6	2	4	0	0	0	3	2	0	0	0	0	1	0	0	117	114	94	20	17	3	3	0	1	4	4	0	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
275	5K9QV_Chain_V,_16.a.26_Light_chain	productive	Homsap IGKV1-5*01 F	323 (335)	275 (287)	195 (198)	80 (89)	51 (53)	29 (36)	10	4 (5)	1	25 (29)	8	2 (3)	0 (1)	7	4	13	2	4 (6)	78	78	56	22	18	4	2	0	1	6	2	1	0	3	0	6	0	1	36	18	10	8	2	6	1	1	0	3	0	0	0	0	1	1	1	0	51	51	39	12	8	4	3	1	0	4	1	1	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	0	0	0	1	0	1	1	0	117	108	78	30	20	10	2	2	0	10	5	0	0	2	2	4	0	3	11 (23)	11 (23)	7 (10)	4 (13)	1 (3)	3 (10)	2	0 (1)	0	1 (5)	0	0 (1)	0 (1)	1	0	0	0	0 (2)	
276	5K9QU_Chain_U,_16.a.26_Heavy_chain	productive	Homsap IGHV1-18*04 F	320	296	234	62	49	13	6	0	1	16	11	1	0	7	6	12	0	2	78	75	56	19	17	2	0	0	0	5	2	0	0	4	2	5	0	1	36	24	18	6	3	3	0	0	0	3	0	0	0	0	0	3	0	0	51	51	42	9	8	1	2	0	0	1	3	1	0	0	1	0	0	1	30	24	18	6	2	4	0	0	0	3	2	0	0	0	0	1	0	0	117	114	94	20	17	3	3	0	1	4	4	0	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
277	5K9QT_Chain_T,_16.a.26_Light_chain	productive	Homsap IGKV1-5*01 F	323 (335)	275 (287)	195 (198)	80 (89)	51 (53)	29 (36)	10	4 (5)	1	25 (29)	8	2 (3)	0 (1)	7	4	13	2	4 (6)	78	78	56	22	18	4	2	0	1	6	2	1	0	3	0	6	0	1	36	18	10	8	2	6	1	1	0	3	0	0	0	0	1	1	1	0	51	51	39	12	8	4	3	1	0	4	1	1	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	0	0	0	1	0	1	1	0	117	108	78	30	20	10	2	2	0	10	5	0	0	2	2	4	0	3	11 (23)	11 (23)	7 (10)	4 (13)	1 (3)	3 (10)	2	0 (1)	0	1 (5)	0	0 (1)	0 (1)	1	0	0	0	0 (2)	
278	5K9QS_Chain_S,_16.a.26_Heavy_chain	productive	Homsap IGHV1-18*04 F	320	296	234	62	49	13	6	0	1	16	11	1	0	7	6	12	0	2	78	75	56	19	17	2	0	0	0	5	2	0	0	4	2	5	0	1	36	24	18	6	3	3	0	0	0	3	0	0	0	0	0	3	0	0	51	51	42	9	8	1	2	0	0	1	3	1	0	0	1	0	0	1	30	24	18	6	2	4	0	0	0	3	2	0	0	0	0	1	0	0	117	114	94	20	17	3	3	0	1	4	4	0	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
279	5K9QL_Chain_L,_16.a.26_Light_chain	productive	Homsap IGKV1-5*01 F	323 (335)	275 (287)	195 (198)	80 (89)	51 (53)	29 (36)	10	4 (5)	1	25 (29)	8	2 (3)	0 (1)	7	4	13	2	4 (6)	78	78	56	22	18	4	2	0	1	6	2	1	0	3	0	6	0	1	36	18	10	8	2	6	1	1	0	3	0	0	0	0	1	1	1	0	51	51	39	12	8	4	3	1	0	4	1	1	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	0	0	0	1	0	1	1	0	117	108	78	30	20	10	2	2	0	10	5	0	0	2	2	4	0	3	11 (23)	11 (23)	7 (10)	4 (13)	1 (3)	3 (10)	2	0 (1)	0	1 (5)	0	0 (1)	0 (1)	1	0	0	0	0 (2)	
280	5K9QK_Chain_K,_16.a.26_Light_chain	productive	Homsap IGKV1-5*01 F	323 (335)	275 (287)	195 (198)	80 (89)	51 (53)	29 (36)	10	4 (5)	1	25 (29)	8	2 (3)	0 (1)	7	4	13	2	4 (6)	78	78	56	22	18	4	2	0	1	6	2	1	0	3	0	6	0	1	36	18	10	8	2	6	1	1	0	3	0	0	0	0	1	1	1	0	51	51	39	12	8	4	3	1	0	4	1	1	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	0	0	0	1	0	1	1	0	117	108	78	30	20	10	2	2	0	10	5	0	0	2	2	4	0	3	11 (23)	11 (23)	7 (10)	4 (13)	1 (3)	3 (10)	2	0 (1)	0	1 (5)	0	0 (1)	0 (1)	1	0	0	0	0 (2)	
281	5K9QJ_Chain_J,_16.a.26_Heavy_chain	productive	Homsap IGHV1-18*04 F	320	296	234	62	49	13	6	0	1	16	11	1	0	7	6	12	0	2	78	75	56	19	17	2	0	0	0	5	2	0	0	4	2	5	0	1	36	24	18	6	3	3	0	0	0	3	0	0	0	0	0	3	0	0	51	51	42	9	8	1	2	0	0	1	3	1	0	0	1	0	0	1	30	24	18	6	2	4	0	0	0	3	2	0	0	0	0	1	0	0	117	114	94	20	17	3	3	0	1	4	4	0	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
282	5K9QI_Chain_I,_16.a.26_Light_chain	productive	Homsap IGKV1-5*01 F	323 (335)	275 (287)	195 (198)	80 (89)	51 (53)	29 (36)	10	4 (5)	1	25 (29)	8	2 (3)	0 (1)	7	4	13	2	4 (6)	78	78	56	22	18	4	2	0	1	6	2	1	0	3	0	6	0	1	36	18	10	8	2	6	1	1	0	3	0	0	0	0	1	1	1	0	51	51	39	12	8	4	3	1	0	4	1	1	0	0	1	1	0	0	30	9	5	4	2	2	0	0	0	1	0	0	0	1	0	1	1	0	117	108	78	30	20	10	2	2	0	10	5	0	0	2	2	4	0	3	11 (23)	11 (23)	7 (10)	4 (13)	1 (3)	3 (10)	2	0 (1)	0	1 (5)	0	0 (1)	0 (1)	1	0	0	0	0 (2)	
283	5K9QH_Chain_H,_16.a.26_Heavy_chain	productive	Homsap IGHV1-18*04 F	320	296	234	62	49	13	6	0	1	16	11	1	0	7	6	12	0	2	78	75	56	19	17	2	0	0	0	5	2	0	0	4	2	5	0	1	36	24	18	6	3	3	0	0	0	3	0	0	0	0	0	3	0	0	51	51	42	9	8	1	2	0	0	1	3	1	0	0	1	0	0	1	30	24	18	6	2	4	0	0	0	3	2	0	0	0	0	1	0	0	117	114	94	20	17	3	3	0	1	4	4	0	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
284	5K9QG_Chain_G,_16.a.26_Heavy_chain	productive	Homsap IGHV1-18*04 F	320	296	234	62	49	13	6	0	1	16	11	1	0	7	6	12	0	2	78	75	56	19	17	2	0	0	0	5	2	0	0	4	2	5	0	1	36	24	18	6	3	3	0	0	0	3	0	0	0	0	0	3	0	0	51	51	42	9	8	1	2	0	0	1	3	1	0	0	1	0	0	1	30	24	18	6	2	4	0	0	0	3	2	0	0	0	0	1	0	0	117	114	94	20	17	3	3	0	1	4	4	0	0	3	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
285	5IBLL_Chain_L,_Light_Chain	productive	Homsap IGKV3-20*01 F	332 (335)	287 (290)	212	75 (78)	55 (58)	20	10	4	0 (1)	24 (25)	8	0	1	8	6	12 (13)	0	2	78	78	54	24	22	2	3	0	0	7	3	0	0	4	2	5	0	0	36	21	15	6	2	4	2	1	0	1	0	0	0	1	0	0	0	1	51	51	42	9	7	2	2	0	0	4	0	0	1	0	0	2	0	0	30	9	3	6	2	4	0	0	0	1	1	0	0	1	1	2	0	0	117	108	85	23	18	5	2	2	0	9	3	0	0	1	3	2	0	1	20 (23)	20 (23)	13	7 (10)	4 (7)	3	1	1	0 (1)	2 (3)	1	0	0	1	0	1 (2)	0	0	
