Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
212	AIN40321.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-2*04 F	317 (320)	293 (296)	239 (240)	54 (56)	47 (49)	7	4 (6)	0	0	15	8	1	0	6	10	9	0	1	78	75	57	18	17	1	1	0	0	5	1	0	0	4	2	5	0	0	36	24	21	3	2	1	0	0	0	1	1	0	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	1	3	1	0	0	2	0	0	1	30	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	117	114	96	18	15	3	1	0	0	5	2	0	0	2	5	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
213	AIN40320.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	207 (208)	83 (88)	47 (50)	36 (38)	10 (11)	6 (7)	1	15	9 (10)	2	0	9	13 (15)	16	0	2	78	75	54	21	18	3	1	1	0	5	0	0	0	5	3	6	0	0	36	24	12	12	2	10	1	1	1	2	2	0	0	2	0	3	0	0	51	51	40	11	9	2	3	0	0	1	2	1	0	0	2	1	0	1	30	24	11	13	2	11	1	3	0	3	2	1	0	0	0	2	0	1	117	114	88	26	16	10	4	1	0	4	3	0	0	2	8	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (1)	0 (1)	0	0	0 (1)	0	0	0	0 (2)	0	0	0	
214	AIN40319.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	218 (219)	72 (77)	53 (56)	19 (21)	10 (12)	2 (4)	0	15	9	1	1	7	13 (14)	12	1	1	78	75	53	22	19	3	2	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	3	4	0	0	0	2	3	0	0	0	0	1	1	0	51	51	40	11	9	2	3	0	0	1	2	1	0	0	3	0	0	1	30	24	14	10	4	6	2	0	0	3	2	0	0	0	1	2	0	0	117	114	92	22	18	4	3	2	0	4	2	0	1	2	5	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (2)	0	0	0	0	0	0	0 (1)	0	0	0	
215	AIN40318.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	224 (225)	66 (71)	51 (54)	15 (17)	7 (9)	1 (3)	0	15	8	1	0	7	12 (13)	13	1	1	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	19	5	3	2	0	0	0	2	1	0	0	0	0	1	1	0	51	51	40	11	9	2	3	0	0	1	2	1	0	0	3	0	0	1	30	24	16	8	4	4	1	0	0	3	2	0	0	0	0	2	0	0	117	114	91	23	16	7	3	1	0	4	3	0	0	2	6	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (2)	0	0	0	0	0	0	0 (1)	0	0	0	
216	AIN40317.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-46*01 F, or Homsap IGHV1-46*03 F	314 (320)	290 (296)	225 (227)	65 (69)	45 (47)	20 (22)	7 (8)	3 (4)	0	13	9	3	0 (1)	5	9 (10)	12	0	4	78	75	56	19	14	5	0	0	0	4	3	1	0	3	3	3	0	2	36	24	22	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	51	51	38	13	8	5	3	1	0	1	2	2	0	0	2	0	0	2	30	24	16	8	5	3	1	0	0	4	1	0	0	0	0	2	0	0	117	114	91	23	16	7	3	2	0	3	2	0	0	2	4	7	0	0	2 (8)	2 (8)	2 (4)	0 (4)	0 (2)	0 (2)	0 (1)	0 (1)	0	0	0	0	0 (1)	0	0 (1)	0	0	0	
217	AIN40316.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-2*04 F	317 (320)	293 (296)	235 (236)	58 (60)	46 (48)	12	4 (6)	1	1	15	9	2	1	6	9	9	0	1	78	75	56	19	17	2	1	1	0	5	1	0	0	4	2	5	0	0	36	24	20	4	2	2	0	0	0	1	1	1	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	1	3	1	0	0	2	0	0	1	30	24	19	5	4	1	0	0	0	3	2	0	0	0	0	0	0	0	117	114	95	19	15	4	1	0	0	5	2	0	1	2	5	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	0 (2)	1	0 (2)	0	1	0	0	0	0	0	0	0	0	0	
218	AIN40315.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	320	296	218	78	52	26	7	3	2	14	10	1	0	8	14	15	1	3	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	15	9	2	7	0	2	1	1	1	0	0	1	0	1	1	1	51	51	39	12	9	3	2	0	0	1	3	1	0	0	3	1	0	1	30	24	14	10	3	7	1	0	0	4	2	0	0	0	1	2	0	0	117	114	88	26	17	9	3	1	1	3	4	0	0	2	6	5	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
219	AIN40314.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-3*01 F, or Homsap IGHV1-3*03 F	317 (320)	293 (296)	232 (233)	61 (63)	54 (56)	7	5 (7)	0	1	17	8	1	1	8	5	11	0	4	78	75	56	19	19	0	0	0	0	5	1	0	0	4	2	5	0	2	36	24	19	5	3	2	0	0	0	3	1	0	1	0	0	0	0	0	51	51	44	7	6	1	1	0	0	0	2	1	0	0	0	1	0	2	30	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	117	114	89	25	21	4	4	0	1	6	3	0	0	4	2	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
220	AIN40313.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	219 (220)	74 (76)	52 (54)	22	9 (11)	3	2	15	7	2	3	8	12	12	0	1	78	75	54	21	19	2	0	0	0	5	1	0	0	5	4	6	0	0	36	24	18	6	3	3	0	1	1	2	1	0	0	0	0	1	0	0	51	51	41	10	9	1	2	0	0	1	2	1	0	0	3	0	0	1	30	24	13	11	2	9	3	0	1	3	0	1	1	0	0	2	0	0	117	114	89	25	18	7	4	2	0	4	3	0	2	3	4	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
221	AIN40312.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	223 (224)	70 (72)	50 (52)	20	8 (10)	2	1	15	7	1	1	7	12	15	0	1	78	75	54	21	19	2	1	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	2	5	0	1	0	2	1	0	1	0	0	2	0	0	51	51	41	10	9	1	2	0	0	1	2	1	0	0	3	0	0	1	30	24	15	9	3	6	0	1	0	3	2	0	0	0	0	3	0	0	117	114	92	22	16	6	5	0	1	4	2	0	0	2	4	4	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
222	AIN40311.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-11*01 F	317 (320)	293 (296)	219 (220)	74 (76)	48 (50)	26	6 (7)	3 (4)	1	18	9	2	2	7	9	13	0	4	78	75	54	21	21	0	1	0	0	5	3	0	0	4	2	6	0	0	36	24	21	3	2	1	0	0	0	1	1	0	0	0	0	0	0	1	51	51	36	15	6	9	0	0	0	2	2	1	1	0	4	3	0	2	30	24	10	14	2	12	1	3	0	6	1	0	1	0	1	0	0	1	117	114	94	20	17	3	4	0	0	4	2	1	0	3	2	4	0	0	5 (8)	5 (8)	4 (5)	1 (3)	0 (2)	1	0 (1)	0 (1)	1	0	0	0	0	0	0	0	0	0	
223	AIN40310.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69*06 F or Homsap IGHV1-69D*01 F	320	296	223	73	51	22	8	2	2	14	8	1	0	8	13	14	1	2	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	16	8	2	6	0	1	1	2	1	0	0	1	0	1	1	0	51	51	41	10	9	1	3	0	0	1	2	1	0	0	2	0	0	1	30	24	15	9	3	6	1	0	0	3	2	0	0	0	1	2	0	0	117	114	89	25	16	9	3	1	1	3	3	0	0	2	6	5	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
224	AIN40309.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*06 F	317 (320)	293 (296)	220 (221)	73 (75)	51 (53)	22	8 (9)	1 (2)	1	17	8	2	1	8	12	14	0	1	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	15	9	1	8	0	1	0	3	1	1	1	1	0	1	0	0	51	51	42	9	9	0	2	0	0	1	2	1	0	0	2	0	0	1	30	24	16	8	4	4	2	0	0	3	2	0	0	0	0	1	0	0	117	114	87	27	17	10	4	0	1	5	3	0	0	2	6	6	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0 (1)	0	0	0	0	0	0	1	0	0	0	
225	AIN40308.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	218 (219)	72 (77)	49 (52)	23 (25)	6 (7)	3 (4)	1	15	8 (9)	4	0	9	8 (10)	16	0	2	78	75	54	21	18	3	0	0	0	5	0	1	0	5	3	7	0	0	36	24	18	6	3	3	0	1	1	2	1	0	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	1	2	2	0	0	2	0	0	1	30	24	13	11	3	8	0	1	0	3	3	0	0	1	0	2	0	1	117	114	90	24	17	7	4	1	0	4	2	1	0	3	3	6	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (1)	0 (1)	0	0	0 (1)	0	0	0	0 (2)	0	0	0	
226	AIN40307.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	320	296	218	78	52	26	7	3	2	14	10	1	0	8	14	15	1	3	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	15	9	2	7	0	2	1	1	1	0	0	1	0	1	1	1	51	51	39	12	9	3	2	0	0	1	3	1	0	0	3	1	0	1	30	24	14	10	3	7	1	0	0	4	2	0	0	0	1	2	0	0	117	114	88	26	17	9	3	1	1	3	4	0	0	2	6	5	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
227	AIN40306.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-3*04 (F)	317 (319)	293 (295)	218 (219)	75 (76)	51 (52)	24	8 (9)	3	3	20	9	1	0	7	11	11	0	2	78	75	54	21	18	3	0	1	0	5	1	0	0	4	2	6	0	2	36	24	18	6	3	3	0	0	2	3	1	0	0	0	0	0	0	0	51	51	42	9	6	3	1	0	0	3	2	1	0	0	1	1	0	0	30	24	16	8	3	5	2	1	1	3	1	0	0	0	0	0	0	0	117	114	84	30	20	10	5	1	0	6	4	0	0	3	7	4	0	0	5 (7)	5 (7)	4 (5)	1 (2)	1 (2)	0	0 (1)	0	0	0	0	0	0	0	1	0	0	0	
228	AIN40305.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-7*03 F	320	296	236	60	55	5	8	1	0	16	7	3	1	7	6	11	0	0	78	75	54	21	20	1	1	1	0	5	2	0	0	4	2	6	0	0	36	24	20	4	4	0	0	0	0	3	1	0	0	0	0	0	0	0	51	51	44	7	7	0	0	0	0	1	1	1	0	0	2	2	0	0	30	24	18	6	6	0	2	0	0	2	2	0	0	0	0	0	0	0	117	114	94	20	16	4	4	0	0	5	1	2	1	3	1	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
229	AIN40304.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	219 (220)	71 (76)	51 (54)	20 (22)	7 (9)	4 (5)	2	15	9 (10)	1	0	8	10 (11)	14	0	1	78	75	53	22	18	4	2	1	0	5	0	0	0	5	3	6	0	0	36	24	16	8	3	5	0	1	1	2	1	0	0	1	0	2	0	0	51	51	40	11	9	2	2	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	3	4	0	1	0	3	2	0	0	0	0	1	0	0	117	114	91	23	18	5	3	1	1	4	3	0	0	2	5	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
230	AIN40303.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*03 F or Homsap IGHV3-33*08 F or Homsap IGHV3-33*09 F	314 (320)	290 (296)	213 (215)	77 (81)	54 (56)	23 (25)	8 (9)	2	1	17	9 (10)	2	1	8	11 (13)	17	0	1	78	75	53	22	19	3	2	0	0	4	2	0	0	4	3	7	0	0	36	24	18	6	3	3	0	0	0	3	1	0	0	0	2	0	0	0	51	51	40	11	5	6	0	0	0	1	2	1	0	0	3	3	0	1	30	24	13	11	8	3	1	1	0	3	3	0	1	1	0	1	0	0	117	114	87	27	19	8	5	1	1	6	1	1	0	3	3	6	0	0	2 (8)	2 (8)	2 (4)	0 (4)	0 (2)	0 (2)	0 (1)	0	0	0	0 (1)	0	0	0	0 (2)	0	0	0	
231	AIN40302.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-4*05 F	311	287	225	62	53	9	5	0	0	14	4	3	0	9	11	15	0	1	78	75	57	18	12	6	0	0	0	3	2	1	0	3	3	5	0	1	36	27	22	5	5	0	0	0	0	3	0	0	0	1	0	1	0	0	51	51	41	10	10	0	1	0	0	2	1	1	0	0	3	2	0	0	30	21	16	5	4	1	0	0	0	3	0	0	0	0	2	0	0	0	116	113	89	24	22	2	4	0	0	3	1	1	0	5	3	7	0	0																			
232	AIN40301.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	225 (226)	65 (70)	52 (55)	13 (15)	5 (6)	2 (3)	1	15	8 (9)	2	1	9	9 (11)	12	0	1	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	18	6	3	3	0	1	1	2	1	0	0	0	0	1	0	0	51	51	42	9	9	0	2	0	0	1	2	1	0	0	2	0	0	1	30	24	14	10	3	7	0	1	0	3	3	0	0	1	0	2	0	0	117	114	93	21	18	3	3	0	0	4	2	1	1	3	4	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (1)	0 (1)	0	0	0 (1)	0	0	0	0 (2)	0	0	0	
233	AIN40300.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	320	296	218	78	52	26	7	3	2	14	10	1	0	8	14	15	1	3	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	15	9	2	7	0	2	1	1	1	0	0	1	0	1	1	1	51	51	39	12	9	3	2	0	0	1	3	1	0	0	3	1	0	1	30	24	14	10	3	7	1	0	0	4	2	0	0	0	1	2	0	0	117	114	88	26	17	9	3	1	1	3	4	0	0	2	6	5	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
234	AIN40299.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV3-33*08 F	317 (320)	293 (296)	229 (230)	64 (66)	52 (54)	12	6 (8)	1	0	16	9	2	1	8	8	11	0	2	78	75	55	20	18	2	1	1	0	4	2	0	0	4	2	6	0	0	36	24	20	4	3	1	0	0	0	2	1	0	0	0	1	0	0	0	51	51	42	9	7	2	0	0	0	1	2	1	0	0	2	2	0	1	30	24	16	8	5	3	2	0	0	3	2	0	0	0	0	0	0	1	117	114	92	22	18	4	3	0	0	6	2	1	1	4	2	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
235	AIN40298.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69*06 F or Homsap IGHV1-69D*01 F	320	296	223	73	51	22	8	2	2	14	8	1	0	8	13	14	1	2	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	16	8	2	6	0	1	1	2	1	0	0	1	0	1	1	0	51	51	41	10	9	1	3	0	0	1	2	1	0	0	2	0	0	1	30	24	15	9	3	6	1	0	0	3	2	0	0	0	1	2	0	0	117	114	89	25	16	9	3	1	1	3	3	0	0	2	6	5	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
236	AIN40297.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	218 (219)	72 (77)	53 (56)	19 (21)	10 (12)	2 (4)	0	15	9	1	1	7	13 (14)	12	1	1	78	75	53	22	19	3	2	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	3	4	0	0	0	2	3	0	0	0	0	1	1	0	51	51	40	11	9	2	3	0	0	1	2	1	0	0	3	0	0	1	30	24	14	10	4	6	2	0	0	3	2	0	0	0	1	2	0	0	117	114	92	22	18	4	3	2	0	4	2	0	1	2	5	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (2)	0	0	0	0	0	0	0 (1)	0	0	0	
237	AIN40296.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	219 (220)	71 (76)	51 (54)	20 (22)	7 (9)	4 (5)	2	15	9 (10)	1	0	8	10 (11)	14	0	1	78	75	53	22	18	4	2	1	0	5	0	0	0	5	3	6	0	0	36	24	16	8	3	5	0	1	1	2	1	0	0	1	0	2	0	0	51	51	40	11	9	2	2	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	3	4	0	1	0	3	2	0	0	0	0	1	0	0	117	114	91	23	18	5	3	1	1	4	3	0	0	2	5	4	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
238	AIN40295.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-46*02 F	317 (320)	284 (287)	218 (219)	66 (68)	41 (43)	25	6 (8)	6	1	13	12	1	0	5	12	7	1	2	78	75	55	20	16	4	0	2	0	5	3	0	0	4	2	4	0	0	36	24	18	6	2	4	1	0	1	1	1	0	0	0	1	1	0	0	51	51	40	11	8	3	3	0	0	1	3	1	0	0	2	0	0	1	30	24	17	7	4	3	1	0	0	3	1	0	0	0	0	0	1	1	117	105	84	21	10	11	1	4	0	3	4	0	0	1	6	2	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
239	AIN40294.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	215 (216)	75 (80)	50 (53)	25 (27)	6 (8)	3 (4)	1	17	8 (9)	1	0	7	14 (15)	17	0	1	78	75	53	22	18	4	1	1	0	5	0	0	0	5	4	6	0	0	36	24	15	9	3	6	0	1	1	3	1	0	0	0	0	3	0	0	51	51	42	9	9	0	2	0	0	1	2	1	0	0	2	0	0	1	30	24	15	9	3	6	1	0	0	3	2	0	0	0	1	2	0	0	117	114	88	26	17	9	2	1	0	5	3	0	0	2	7	6	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
240	AIN40293.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	320	296	218	78	52	26	7	3	2	14	10	1	0	8	14	15	1	3	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	15	9	2	7	0	2	1	1	1	0	0	1	0	1	1	1	51	51	39	12	9	3	2	0	0	1	3	1	0	0	3	1	0	1	30	24	14	10	3	7	1	0	0	4	2	0	0	0	1	2	0	0	117	114	88	26	17	9	3	1	1	3	4	0	0	2	6	5	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
241	AIN40292.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	225 (226)	65 (70)	51 (54)	14 (16)	5 (7)	3 (4)	1	18	7 (8)	1	0	7	9 (10)	14	0	0	78	75	56	19	19	0	0	0	0	5	0	0	0	5	3	6	0	0	36	24	16	8	3	5	0	1	1	3	1	0	0	0	0	2	0	0	51	51	41	10	8	2	2	0	0	3	2	1	0	0	2	0	0	0	30	24	17	7	3	4	0	1	0	3	2	0	0	0	0	1	0	0	117	114	93	21	18	3	3	1	0	4	2	0	0	2	4	5	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (1)	0	0	0 (1)	0	0	0	0 (1)	0	0	0	
242	AIN40291.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-61*02 F, or Homsap IGHV4-61*11 (F)	320	299	228	71	54	17	6	2	0	16	8	3	0	11	10	15	0	0	78	75	58	17	17	0	0	0	0	3	3	0	0	4	1	6	0	0	36	30	20	10	5	5	1	2	0	4	0	0	0	2	0	1	0	0	51	51	42	9	5	4	0	0	0	2	1	2	0	0	4	0	0	0	30	21	16	5	2	3	0	0	0	3	0	0	0	0	1	1	0	0	117	114	86	28	23	5	4	0	0	4	4	1	0	5	3	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
243	AIN40290.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV4-59*12 (F)	320	293	222	71	57	14	5	2	0	14	7	2	0	10	11	19	0	1	78	75	56	19	17	2	1	0	0	3	2	0	0	4	2	7	0	0	36	24	17	7	5	2	0	0	0	3	0	0	0	1	1	1	0	1	51	51	44	7	7	0	0	0	0	2	2	1	0	0	2	0	0	0	30	21	16	5	2	3	0	0	0	2	0	0	0	0	2	1	0	0	117	114	83	31	24	7	3	2	0	4	3	1	0	5	3	10	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
244	AIN40289.1_anti-stem_HA_immunoglobulin_heavy_chai	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314 (320)	290 (296)	220 (221)	70 (75)	53 (56)	17 (19)	8 (10)	2 (4)	0	15	9	1	1	7	14 (15)	11	1	1	78	75	54	21	19	2	1	0	0	5	0	0	0	5	4	6	0	0	36	24	17	7	3	4	0	0	0	2	3	0	0	0	0	1	1	0	51	51	39	12	9	3	3	0	0	1	2	1	0	0	4	0	0	1	30	24	16	8	4	4	1	0	0	3	2	0	0	0	1	1	0	0	117	114	92	22	18	4	3	2	0	4	2	0	1	2	5	3	0	0	2 (8)	2 (8)	2 (3)	0 (5)	0 (3)	0 (2)	0 (2)	0 (2)	0	0	0	0	0	0	0 (1)	0	0	0	
